filing_id,compensation_officers_prog_service,compensation_disq_persons_fundraising,fees_for_other_services_mgmt_general,occupancy_prog_service,year,other_salaries_wages_fundraising,fees_for_mgmt_services_mgmt_general,entertainment_travel_govt_officials_prog_service,benefits_to_members_mgmt_and_general,contributions_grants_revenue,fees_for_mgmt_services_fundraising,other_expenses_a_fundraising,other_expenses_d_mgmt_general,fees_for_lobbying_services_fundraising,compensation_officers_fundraising,other_expenses_b_label,state,grants_us_individuals_fundraising,entertainment_travel_govt_officials_total,zip,fees_for_investment_mgmt_services_prog_service,other_expenses_a_prog_service,other_revenue,other_expenses_b_prog_service,fees_for_fundraising_services_fundraising,num_independent_members,payments_affiliates_mgmt_general,advertising_promotion_total,depreciation_depletion_amortization_prog_service,fees_for_other_services_fundraising,interest_total,other_expenses_c_fundraising,activities_per_region_totals_number_of_offices,mission,grants_foreign_individuals_govt_orgs_total,other_expenses_b_fundraising,other_expenses_d_fundraising,compensation_disq_persons_mgmt_and_general,payroll_taxes_mgmt_general,fees_for_accounting_services_fundraising,compensation_disq_persons_prog_service,num_volunteers,investment_income_revenue,conferences_conventions_prog_service,fees_for_accounting_services_mgmt_general,state_of_domicile,conferences_conventions_mgmt_general,payments_affiliates_fundraising,fees_for_legal_services_mgmt_general,program_service_revenue,payments_affiliates_total,fees_for_legal_services_total,office_expenses_fundraising,other_expenses_c_label,city,it_expenses_prog_service,grants_us_individuals_total,total_number_other_recipient_foreign_orgs_entities,ein,pension_plan_acc_fundraising,conferences_conventions_fundraising,gross_receipts,conferences_conventions_total,fees_for_accounting_services_prog_service,office_expenses_total,travel_mgmt_general,num_employees,it_expenses_fundraising,total_number_recipient_foreign_orgs_listed_as_charities,fees_for_investment_mgmt_services_mgmt_general,grants_us_individuals_prog_service,fees_for_investment_mgmt_services_total,occupancy_fundraising,royalties_prog_service,depreciation_depletion_amortization_total,website,compensation_disq_persons_total,other_expenses_d_label,address,entertainment_travel_govt_officials_mgmt_general,total_functional_expense_fundraising,occupancy_mgmt_general,compensation_officers_total,fees_for_fundraising_services_mgmt_general,interest_prog_service,travel_fundraising,grants_foreign_individuals_govt_orgs_mgmt_and_general,benefits_to_members_total,total_functional_expenses_prog_service,net_assets,payroll_taxes_total,grants_us_govt_orgs_mgmt_and_general,other_salaries_wages_mgmt_general,other_employee_benefits_mgmt_general,occupancy_total,compensation_officers_mgmt_and_general,insurance_fundraising,insurance_mgmt_general,depreciation_depletion_amortization_fundraising,all_other_expenses_fundraising,total_assets,other_expenses_b_mgmt_general,other_expenses_d_total,fees_for_other_services_total,pension_plan_acc_contrib_mgmt_general,fees_for_legal_services_fundraising,interest_fundraising,activities_per_region_totals_number_of_employees,insurance_total,benefits_paid_members_expenses,travel_prog_service,entertainment_travel_govt_officials_fundraising,other_expenses_d_prog_service,fees_for_fundraising_services_total,advertising_promotion_prog_service,other_expenses_c_prog_service,total_liabilities,fees_for_mgmt_services_prog_service,fees_for_lobbying_services_prog_service,pension_plan_acc_contrib_total,fees_for_other_services_prog_service,grants_paid_expenses,all_other_expenses_prog_service,revenue_less_expenses,fees_for_legal_services_prog_service,fees_for_investment_mgmt_services_fundraising,payments_affiliates_prog_service,net_unrelated_biz_taxable_revenue,fees_for_lobbying_services_mgmt_general,payroll_taxes_prog_service,office_expenses_mgmt_general,grants_us_individuals_mgmt_and_general,name,advertising_promotion_mgmt_general,office_expenses_prog_service,other_expenses_a_total,pdf_key,num_voting_members,fees_for_accounting_services_total,advertising_promotion_fundraising,travel_total,all_other_expenses_mgmt_general,grants_us_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_prog_service,fees_for_fundraising_services_prog_service,other_expenses_b_total,other_expenses,year_formation,royalties_total,other_expenses_a_mgmt_general,other_employee_benefits_total,professional_fundraising_fees_expenses,grants_foreign_individuals_govt_orgs_fundraising,total_expenses,other_expenses_c_mgmt_general,total_fundraising_expenses,payroll_taxes_fundraising,all_other_expenses_total,royalties_mgmt_general,total_unrelated_biz_revenue,pension_plan_acc_contrib_prog_service,activities_per_region_totals_total_expenditure,other_employee_benefits_fundraising,salaries_compensation_benefits_expenses,benefits_to_members_fundraising,royalties_fundraising,depreciation_depletion_amortization_mgmt_general,other_salaries_wages_total,fees_for_lobbying_services_total,it_expenses_mgmt_general,benefits_to_members_prog_service,other_expenses_c_total,it_expenses_total,total_functional_expenses_total,grants_us_govt_orgs_fundraising,grants_us_govt_orgs_total,other_salaries_wages_prog_service,insurance_prog_service,other_expenses_a_label,total_revenue,fees_for_mgmt_services_total,job_id,total_functional_expenses_mgmt_general,other_employee_benefits_prog_service,interest_mgmt_general,source_url,index,activities_per_region_subtotal_total_expenditure,split_file,interest_general,file,activities_per_region_subtotal_number_of_offices,activities_per_region_continuation_total_number_of_employees,activities_per_region_subtotal_number_of_employees,activities_per_region_continuation_total_number_of_offices,activities_per_region_continuation_total_total_expenditure
263077338_2020,184711,,,,2020,36000,,,,560355,,,,,5135,Research Services,SC,,0,29211,,46288,0,24047,,4,,71539,213,,0,,,"The Palmetto Promise Institute is a non partisan nonprofit educational organization dedicated to educating the public and enhancing the public good. The organization provides research, analysis, and publications on issues that affect the common good",0,,,,2125,,,6,4,,,,,,,0,0,0,,Postage and Shipping c,,,0,,263077338,,,560359,0,8886,5354,,5,,,,,0,,,213,PalmettoPromise.Org,0,Facilities and Equipment,PO Box 12676,,44541,,215519,,,,,0,471978,318896,25358,,,,0,25673,,,,,319900,,6088,17145,,,,,2851,0,1080,,6088,0,71539,7303,1004,,,0,17145,14000,7897,15969,,,,,,19827,,,Palmetto Promise Institute,,5354,46288,EIN_263077338_YEAR_2020_FORMTYPE_990.pdf,3,8886,,1080,73,14000,,,24047,198764,,0,,0,0,,544390,,44541,3406,7970,,0,,,,331626,,,,90749,0,,,7303,0,544390,,14000,54749,2851,Printing and Publications,560359,0,f4068bc82493302cac25a376259b0d06262229aa6602e86672ae227136ab3e8a,27871,,,,,,,,,,,,,
956081896_2009,45296,,,,2009,,,,,65257,,,1138,,,TELEPHONE,MN,,,55428,,,0,,,6,,321,1658,,,,,Religious organization which provides conventions and awards to encourage writers of Christian materials to communicate and teach the gospel and teachings,,,,,1342,,,30,722,,375,CA,,,,120976,,,,BANK CHARGES c,CRYSTAL,4934,,,956081896,,,186955,,,3227,21717,3,,,,,,,,1658,epassocorg,,OTHER EXPENSES,6520 47TH AVE NORTH,,0,,45296,,,,,4892,151729,77969,4807,,,,,,,840,,,83008,3193,1138,,,,,,840,4892,,,,,321,,5039,,,,,0,91163,-17433,,,,0,,3465,3227,,EVANGELICAL PRESS ASSOCIATION,,,164,EIN_956081896_YEAR_2009_FORMTYPE_990.pdf,6,375,,21717,25,,,,3193,131852,2002,,164,,0,,204388,3097,0,,25,,0,,,,67644,,,,17541,,,4892,3097,4934,204388,,,,,MEALS & ENTERTAINMENT,186955,,5306ea8671a4cf5b4bd409b1986161a2df89c8eeb02ec5a2276d94ed917116cb,52659,,,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F95-6081896_990_200906.pdf,,,,,,,,,,
956081896_2010,44987,,,,2010,,,,,61230,,,1624,,,TELEPHONE,MN,,,55428,,,0,,,6,,266,993,,,,,Religious organization which provides conventions and awards to encourage writers of Christian materials to communicate and teach the gospel and teachings,,,,,1600,,,30,25,,375,CA,,,,91325,,,,BANK CHARGES c,CRYSTAL,2700,,,956081896,,,152580,,,3432,20414,4,,,,,,,,993,,,OTHER EXPENSES,6520 47TH AVE NORTH,,0,,44987,,,,,3548,126222,53592,4641,,15658,,,,,964,,,57341,4061,1624,,,,,,964,3548,,,,,,,3749,,,,,0,70953,-24377,,,,0,,3041,3432,,EVANGELICAL PRESS ASSOCIATION,266,,199,EIN_956081896_YEAR_2010_FORMTYPE_990.pdf,6,375,,20414,260,,,,4061,108123,2002,,199,,0,,176957,1882,0,,260,,0,,,,65286,,,,15658,,,3548,1882,2700,176957,,,,,MEALS & ENTERTAINMENT a,152580,,6ad4c2316b002868294c2c98c5ac3414e3c7c2f1e9cc6e0507d7d70b0868f251,50735,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F95-6081896_990_201006.pdf,,,,,,,,,,
956081896_2011,46778,,,,2011,,,,,68184,,,1092,,,TELEPHONE,MN,,,55428,,,0,,,6,,,518,,,,,Religious organization which provides conventions and awards to encourage writers of Christian materials to communicate and teach the gospel and teachings,,,,,1210,,,25,25,,475,CA,,,,103554,,,,BANK CHARGES,CRYSTAL,4957,,,956081896,,,171754,,,3472,4830,3,,,,,,,,518,ww epassoc org,,PROFESSIONAL DEVELOPMENT,6520 47TH AVE NORTH,,0,590,46778,,,,,4444,154122,35805,4789,,15815,,590,,,829,,,40186,3871,1092,,,,,,829,4444,,,,,,,4381,,,,,0,93846,-17787,,,,0,,3579,3472,,EVANGELICAL PRESS ASSOCIATION,,,960,EIN_956081896_YEAR_2011_FORMTYPE_990.pdf,6,475,,4830,35,,,,3871,117715,2002,,960,,0,,189541,2240,0,,35,,0,,,,67382,,,,15815,,,4444,2240,4957,189541,,,,,MEALS & ENTERTAINMENT,171754,,a01cf56938eca4cd7fb78425fdefc543c49084f0ea24d701e95b3d52e5a168e6,35419,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F95-6081896_990_201106.pdf,,,,,,,,,,
270280023_2009,,,,4296,2009,,,,,1291251,,,6328,,,Supplies,MO,,0,64133,,,-2405,,,6,,0,0,,0,,,River of Refuge provides lodging and services to the working poor and assists these individuals in finding permanent housing,0,,,,,,,200,0,,,MO,,,,0,0,7916,,Miscellaneous c expenses,Kansas City,,0,,270280023,,,1293862,0,,0,,0,,,,,0,,,0,www riverofrefuge com,0,Repairs & Maintenance,PO Box 9333,,0,,0,,,,,0,22593,0,0,,,,4296,,1,,0,,0,201,7758,0,,,,,0,0,,,1430,0,,15,0,,,0,,0,543,0,7916,,,0,,,,,River of Refuge,,,30,EIN_270280023_YEAR_2009_FORMTYPE_990.pdf,6,0,,0,,,,,201,29152,2009,0,30,0,0,,0,,,,543,,0,,,,0,,,0,0,0,,,15,0,29152,,0,,,Bank Charges,0,0,5ecb84b99deb6c1d111d70f11776fe826cd7f45ce5ea5937e8d55dc849f7f1ca,6559,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F27-0280023_990_200912.pdf,,,,,,,,,,
270280023_2010,,,,62210,2010,,,,,342643,,,,,,Property Taxes,MO,,0,64133,,,16793,15776,,7,,3487,111755,,0,,,of Refuge provides lodging and services to the working poor and assists these individuals in finding permanent housing River of Refuge provides lodging and services to the working poor and assists these individuals in finding permanent housing River,0,,,,,,,75,0,,930,MO,2000,,,0,0,1345,,Dues and Subscriptions,Kansas City,,26300,,270280023,,,360392,2000,,224,,0,,,,26300,0,,,111755,,0,Repairs Maintenance,PO Box 9333,,0,,0,,,,,0,222083,1417607,0,,,,62210,,,1927,,,2384275,,183,0,,,,,1927,0,,,183,,3487,,966668,,,0,,26300,1027,130840,1345,,,,,,224,,River of Refuge,,,1157,EIN_270280023_YEAR_2010_FORMTYPE_990.pdf,7,930,,0,,,,,15776,202296,2009,0,1157,0,0,,228596,275,0,,1027,,0,,,,0,,,,0,0,,,275,0,228596,,0,,,Bank Charges a,359436,0,8eaa7e43b87d194addcf055dbeeb1af9b45d0636bd3b837ad8aaefeed4e610e7,6513,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F27-0280023_990_201012.pdf,,,,,,,,,,
721416555_2010,57115,,0,3258,2010,0,,,,361296,,0,0,42095,0,BANK CHARGES,LA,,,26152,,2287,70536,0,,9,,1084,,0,57,0,,EDUCATION & PROMOTION OF FAMILY VALUES,,0,0,,2154,0,,12,0,5484,3916,LA,0,,,0,,,0,CASUAL LABOR,BATON ROUGE,,,,721416555,,0,456968,5484,0,9540,0,4,,,,,,0,,,www lafamilyforum org,,COMPUTER EXPENSE,655 STFERDINAND ST,,42095,0,57115,,0,0,,,274355,122521,6210,,23675,,3258,0,,,,0,123929,3126,0,120415,,,0,,,0,8994,,0,,1084,0,1408,,0,,120415,0,62122,26443,,,,,0,4056,0,,LOUISIANA FAMILY FORUM INC,0,9540,2287,EIN_721416555_YEAR_2010_FORMTYPE_990.pdf,9,3916,0,8994,48992,,,,3126,318389,1998,,0,,0,,405389,7019,42095,0,111114,,0,,,,87000,,,,23675,42095,,,7019,,405389,,,0,,AUTO EXPENSE a,431832,,5acf6f056d9887fc00e4ef43f2133086ca0cbf5f53a441e9773b0a44d15cf192,88939,,57,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F72-1416555_990_201012.pdf,,,,,,,,,,
362171714_2009,620234,,279713,938195,2009,3732695,,,,59676000,,1539,,,127814,Education and training,WI,,,53711,,239476,11195052,218349,,15,,631004,374647,74499,82489,14318,,"Evangelical campus mission serving students and faculty on college and university campuses nationwide O un vision is to see students and faculty transformed, campuses renewed, and world changers developed",2823808,895,,21070,249221,,636354,346,778801,4348905,68779,IL,109035,,106465,4839000,,106465,409051,Interdepartmental Charg c,MADISON,439151,,3,362171714,50059,49204,92038392,4507144,,3832926,155086,1667,28293,3,77221,,77221,5782,1756792,686357,www.intervarsity org,657424,,6400 SCHROEDER ROAD,,5679512,150594,1255361,,,98561,,,65603435,37771420,3132523,,21070,358836,1094571,507313,,150766,,14318,44911571,15336,,1658790,153305,,82489,44,663854,0,5214052,,,,631004,227744,7140151,,,2249661,1304578,2870205,227744,-1085213,,,,-920,,2589200,581745,,INTERVARSITY CHRISTIAN FELLOWSHIP USA,,2842130,267663,EIN_362171714_YEAR_2009_FORMTYPE_990.pdf,16,68779,,5467699,-242062,46397,2823808,,234580,22084038,1941,1756792,26648,5995380,0,,77574066,-242062,5679512,294102,0,,169068,2046297,1535642,710092,52619823,,,311710,39329474,,265561,,0,733005,77574066,,46397,32771745,513088,Other,76488853,,7bf7719a073b027dc5ef2f5aba8384f2a986ba9aa01fc8ab495cd1d0dc5874bf,6291119,4926452,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F36-2171714_990_200906.pdf,,,,,,,,,,
362171714_2010,632932,,70170,804533,2010,3823445,,,,61331247,,2129,,,140060,Miscellaneous expenses,WI,,,53711,,246158,12350082,245991,22489,17,,840201,393805,37206,82386,195,,"Evangelical campus mission serving students and faculty on college and university campuses nationwide ur vision is to see students and faculty transformed, campuses renewed, and world changers developed",4011418,965,,23619,256824,,666104,373,506379,5690740,50371,IL,93951,,141248,9815538,,141248,392608,Education and training,Madison,283325,,0,362171714,55429,105932,102737315,5890623,,3962096,135132,1693,13512,7,64505,,64505,5635,1805308,715336,wwwintervarsityorg,689723,d,6400 Schroeder Road,,5790556,182579,1198319,,,92583,,,69903858,39747420,3150317,,2972447,426066,992747,425327,,99228,,,46214627,27506,,2413310,159876,,82386,26,710192,0,5692868,,,22489,840201,212518,6467207,,,2232019,2305934,4560078,,1746379,,,,0,,2592343,520626,,Intervarsity Christian Fellowship USA,,3048862,340563,EIN_362171714_YEAR_2010_FORMTYPE_990.pdf,18,50371,,5920583,,548660,4011418,,274462,25212652,1941,1805308,92276,5588069,22489,,82256867,7001,5790556,301150,,,182469,2016714,5346319,714832,52461648,,,321531,39603201,,492170,,219714,789007,82256867,,548660,32807309,610964,Equipment,84003246,,2dc0a1946c92aa61753206ff2f83bd30d839fb3f5f51c147f178ce9e55cefb55,6562453,4447171,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F36-2171714_990_201006.pdf,,,,,,,,,,
362171714_2011,640709,,197097,1003365,2011,4023943,,,,61436743,,2052,,,140949,Equipment,WI,,,53711,,246983,9245547,203593,49699,15,,738677,400654,180989,83266,4477,,"Evangelical campus mission serving students and faculty on college and university campuses nationwide Dur vision is to see students and faculty transformed, campuses renewed, and world changers developed",988508,2448,,22814,255743,,663686,422,1588841,4498294,82075,IL,87122,,114399,5750118,,114399,381601,Education and training,Madison,246103,,0,362171714,220819,45295,90458772,4630711,,3999122,149927,1752,5651,3,52743,,52743,8132,,805093,www.intervarsity org,686500,d,6400 Schroeder Road,,6194883,240390,1218716,,,135329,,,62955554,41981420,3208028,,2949034,433271,1251887,437058,,64374,,,47856479,96123,,1357326,152460,,83266,1,551189,0,5316302,,,49699,738677,188963,5875059,,,2227469,979240,1596837,,2084275,,,,0,,2635902,655437,,InterVarsity Chnstian FellowshipUSA,,2962084,308980,EIN_362171714_YEAR_2011_FORMTYPE_990.pdf,16,82075,,5601558,,608329,988508,,302164,20656470,1941,,59945,5948007,49699,,75936974,17687,6194883,316383,,,152494,1854190,2510875,593850,53633968,,,404439,40345248,,314399,,211127,566153,75936974,,608329,33372271,486815,Miscellaneous a expenses,78021249,,0f827dc528f79f7df3704a80d5113a2c90722f7e0ab905268bc71c536b6626f9,6786537,4920886,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F36-2171714_990_201106.pdf,,,,,,,,,,
541514185_2009,,,,31219,2009,8990,,,,789637,,,,,,BANK CHARGES b,VA,,0,23464,,,0,,,4,,0,16940,,0,2627,,EVANGELISTIC OUTREACH TO ASSIST AND SUPPORT SINGLE MOTHERS THROUGH SUPPORT GROUPS AND OTHER MEANS.,0,,,,1546,,,6,0,19768,,VA,,,,18108,0,0,,CONTRACT LABOR c,VIRGINIA BEACH,,0,,541514185,,,807745,19768,,4973,405,5,,,,,0,3903,,21174,WWW.JOYMINISTRIESONLINE.ORG,0,CONTRIBUTIONS d,1446 KEMPSVILLE ROAD 203,,84902,3903,0,,,,,0,517286,164019,4017,,49056,1534,39025,,,5251,2117,14672,169232,3659,62477,0,,,,,5251,0,8531,,62477,0,,30566,5213,,,0,,0,268471,119498,,,,,,2188,4973,,"JOY MINISTRIES EVANGELISTIC ASSOCIATION, INC",,,2463,EIN_541514185_YEAR_2009_FORMTYPE_990.pdf,5,0,,8936,8898,,,,3659,546501,1989,0,2463,10229,0,,688247,2254,84902,283,14672,,,,,1023,141746,,,2117,127500,0,,,35447,0,688247,,0,69454,,APPRECIATION,807745,0,86a4bbd690f09dc3b94f1838a8f1d2e10e0faa44f27f401ed7853115e0def873,86059,7672,,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F54-1514185_990_200912.pdf,,,,,,,,,,
541514185_2010,84367,,,35040,2010,,,,,640174,,12036,,,3850,OUTREACH,OX,,0,65036,,159905,0,81505,,4,,2062,8173,,0,15683,,"EVANGELISTIC OUTREACH TO ASSIST AND SUPPORT SINGLE MOTHERS AND THEIR CHILDREN, ,TELEVISION MINISTRY,EDUCATE CHILDREN AND ASSIST THE POOR",0,,12055,,1804,,,,0,16374,5300,VA,,,,8724,0,0,,POSTAGE,VIRGINIA BEACH,,0,,541514185,,,649116,16374,,12094,,7,,,,,0,,,8173,wwwjoyministriesonlineorg,0,PRINTING,PO BOX 65036,,65964,8760,99442,,,,,0,558575,92806,5835,,36160,1687,43800,11225,,5856,,21068,104528,,24109,0,,,,,5856,0,23039,,12054,0,,15683,11722,,,0,,0,23322,-71213,,,,,,3884,12094,,JOY MINISTRIES EVANGELISTIC ASSOCIATION INC,2062,,171941,EIN_541514185_YEAR_2010_FORMTYPE_990.pdf,5,5300,,23039,10842,,,,81505,549977,1989,0,,11245,0,,720329,,65964,147,23322,,0,,,1125,170352,,,,53830,0,,,31366,0,720329,,0,17670,,TELEVISION OUTREACH,649116,0,642d78d0b22a519f88a98034859e7d96ed9b99947bc47fdc9cd540577584d2af,95790,8433,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F54-1514185_990_201012.pdf,,,,,,,,,,
311002913_2008,,,3183,,2008,109879,,,,1211233,,,9640,,,RENT,OH,,,43229,,199760,139849,77025,,13,,46614,67385,,,,,CRISIS INTERVENTION DURING PREGNANCY,,,766,,19700,,,300,-6508,8741,5898,OH,3214,,,,,,,TELEPHONE,COLUMBUS,6514,,,311002913,,55,1509901,12010,,,3187,25,,,,,,,,87865,www.pdhc.org,,OFFICE SUPPLIES,665 E. DUBLIN GRANVILLE ROAD,,153477,,,,,725,,,921420,1577471,55654,,125081,9982,,,,1060,10240,5118,2186562,,20051,3183,,,,,11217,,5113,,9645,,45387,6739,609091,,,,,,4885,29434,,,,,,27577,,,PREGNANCY DECISION HEALTH CENTERS,1227,,199760,EIN_311002913_YEAR_2008_FORMTYPE_990.pdf,13,5898,,9025,5190,,,,77025,602488,1980,,,48555,,,1315140,13920,153477,8377,15193,,534,,,8769,712652,,,10240,608443,,,,20659,6514,1315140,,,373483,10157,GRANT EXPENSES,1344574,,a6529e504df346097da99104a353e977426e018cd5ac33b62cd2dd89c90763c5,240243,29804,,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F31-1002913_990_200812.pdf,,,,,,,,,,
311002913_2009,,,3159,,2009,121616,,,,1001809,,,10951,,,RENT,OH,,,43229,,282842,171380,76825,,15,,83855,37422,155,,,,CRISIS INTERVENTION DURING PREGNANCY AND ABSTINENCE EDUCATION IN THE COMMUNITY,,,,,10110,,,257,16387,5516,6073,OH,451,,,,,,4246,TELEPHONE,COLUMBUS,4117,,,311002913,,225,1434107,6192,,19538,1599,21,891,,,,,,,51966,www.pdhc.org,,EQUIPMENT RENTAL,E 665 E. DUBLIN GRANVILLE ROAD,,170888,,,,,,,,1055231,1342149,65490,,99420,6105,,,,1486,7272,16648,1943596,,13160,3389,,,,,7761,,3246,,2209,,83686,6210,601447,,,,75,,13096,-230442,,,,-5075,,43013,9296,,PREGNANCY DECISION HEALTH CENTERS,169,5996,282842,EIN_311002913_YEAR_2009_FORMTYPE_990.pdf,15,6073,,4845,12302,,,,76825,670965,1980,,,39548,,,1420018,15672,170888,12367,13096,,-8820,,,7468,749053,,,7272,644015,,9834,,21882,14842,1420018,,,422979,6275,GRANT EXPENSES,1189576,,258d8784cdd81ac35e246891e42b89de875af54d8ad8067623de3922a4a2387d,193899,25975,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F31-1002913_990_200912.pdf,,,,,,,,,,
262223257_2020,,,,,2020,,,,,282405,11717,,141,,,BANK FEES b,FL,,,33805,,18563,0,,,4,,,,,,,,"THE ORGANIZATION EXISTS TO SHARE THE GOOD NEWS OF JESUS FROM THE BIBLE THROUGH LOCAL OUTREACH, QUALITY BIBLE RESOURCES, LEADER TRAINING, PUPPETS AND ANIMATION.",212990,,,,,,,6,283,43233,6599,VA,,,,13739,,,,MISCELLANEOUS,,,,,262223257,,,296427,43233,,,,5,,10,,,,,,,,,BUSINESS REGISTRATION,"1370 HERITAGE LANDINGS DRIVE LAKELAND, FL 33805",,11717,,,,,,,,438072,811998,,,,,,,,,,,811998,1079,141,,,,,,,0,2477,,,,,,0,130480,,,,243317,2,-161681,,,,,,,,,LOGOSDOR INC,,,18563,EIN_262223257_YEAR_2020_FORMTYPE_990.pdf,3,6599,,2477,,30327,212990,,1079,214791,2008,,,,0,,458108,500,11717,,2,,0,,261881,,0,,,,,,,,500,,458108,,30327,,,RESOURCE DEVELOPMENT,296427,142197,6667fb01c2350f1eb010148714410ac6aa6cf9558f2bbe48a69bcc697c44c5d0,8319,,,,,,,,,,,,,
471237723_2015,,,,,2015,,,,,23150,,,,,,b,AZ,,,85715,,,0,,,4,,43136,,,48434,,,"Leman Academy of Excellence offers a rigorous, classical education based on the traditions of Western culture where all disciplines are interrelated allowing scholars the ability (Continued on Schedule o, Statement 2)",,,,,,,,6,0,,9912,AZ,,,17500,0,,17500,,c,Tucson,,,,471237723,,,23343,,,54981,205,5,,,,,,,,9319,www.lemanacademy.com,,d,6601 East Grant Road Suite 101,,0,,,,,,,,55705,-250581,,,63496,11101,,,,16936,,,11866683,,,1208,,,,,16936,0,,,,,42386,,12117264,,,,1208,0,,-263598,,,,0,,,42870,,LEMAN ACADEMY OF EXCELLENCE INC,750,12111,,EIN_471237723_YEAR_2015_FORMTYPE_990.pdf,3,9912,,205,,,,,,0,2014,,,11101,0,,0,,0,,,,0,,,,0,,,9319,63496,,10713,,,10713,286941,,,,,a,23343,,3e0727bb90906acbcbc783d3d500b973769e5be148b4180afdcb2dd0316641c3,231236,,48434,,,,,,,,,,,
471237723_2020,86927,,2052017,,2020,,,,,1570401,,,334550,,,SUPPLIES AND INSTRUCTIONA,AZ,,,85743,,437545,196083,410077,,4,,374370,1969355,,4741864,,,"WHERE ALL DISCIPLINES ARE INTERRLATED ALLOWING SCHOLARS THE ABILITY TO THINK INDEPENDENTLY AND CRITICALLY. WE LEMAN ACADEMY OF EXCELLENCE OFFERS A RIGOROUS, CLASSICAL EDUCATION BASED ON THE TRADITIONS OF WESTERN CULTURE PURPOSE TO PARTNER WITH SUPPORTIVE PARENTS, PURSUE EXCELLENCE, PROVIDE A SAFE AND CHALLENGING ENVIRONMENT AND INSTILL MORALS AND VALUES IN ORDER TO PRODUCE TOMORROW'S LEADERS TODAY.",,,,,103810,,,6,435760,,34500,AZ,,,31963,27272972,,31963,,UTILITIES c,,264106,,,471237723,,,29475216,,,182950,,5,,,,,,,,2073005,WWW.LEMANACADEMY.COM,,DUES AND FEES, ,,0,,97031,,4267678,,,,23321164,334158,922664,,1313408,77106,,10104,,13120,,,132202635,11804,334550,3666079,41024,,,,262396,0,,,,,374370,351788,131868477,,,364624,1614062,0,86810,1123464,,,,,,818854,23592,,LEMAN ACADEMY OF EXCELLENCE INC,,159358,486161,EIN_471237723_YEAR_2020_FORMTYPE_990.pdf,3,34500,,,236033,,,,421881,13669561,2014,,48616,685324,0,,28351752,39088,0,,322843,,0,323600,,,14682191,,,103650,12612548,,82017,,390876,346123,28351752,,,11299140,249276,REPAIRS AND MAINTENANCE,29475216,,8a590a59051d892cb8ffe99c194214e4474272badbfd18d2a8e4f12639be5e2f,5030588,608218,474186,,,,,,,,,,,
363535053_2010,64633,,,8364,2010,73509,,,,2182483,,,15022,,4129,SUPPLIES,OX,,0,11211,,17892,0,17537,,11,,0,1017,,0,,,PASTORAL SUPPORT OF MISSIONARIES,74402,,5478,,4123,,,,2893,71327,5420,IL,21194,,,0,0,0,,SPECIAL PROJECTS c,ROCKFORD,,0,,363535053,,,2185376,92521,,0,22057,36,,,,,0,,,7408,,0,Postage and Shipping,P O BOX 11211,,98300,8364,92400,,,3671,,0,1830314,418226,4495,,160652,9288,16728,23638,,3907,1017,4281,495155,24479,27389,0,,,,43,3907,0,314188,,6889,0,,115470,76929,,,0,,74402,139888,-74711,,,,,,,,,BARNABAS INTERNATIONAL,,,22892,EIN_363535053_YEAR_2010_FORMTYPE_990.pdf,12,5420,,339916,22955,,74402,,42016,844945,1986,0,5000,92880,0,,2260087,,98300,372,139888,,0,,74402,5843,1340740,,,5374,1150965,0,,,115470,0,2260087,,0,916804,,TELEPHONE a,2185376,0,bb38e3261a52a2cacd5c7a05939c9cb8f06b95a5fdd3dce78a119a0281df16ab,331473,77749,,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F36-3535053_990_201006.pdf,,,,,,,,,,
