filing_id,ein,pdf_key,job_id,year,name,address,city,state,zip,website,gross_receipts,year_formation,state_of_domicile,mission,num_voting_members,num_independent_members,num_employees,num_volunteers,total_unrelated_biz_revenue,net_unrelated_biz_taxable_revenue,contributions_grants_revenue,program_service_revenue,investment_income_revenue,other_revenue,total_revenue,grants_paid_expenses,benefits_paid_members_expenses,salaries_compensation_benefits_expenses,professional_fundraising_fees_expenses,total_fundraising_expenses,other_expenses,total_expenses,revenue_less_expenses,total_assets,total_liabilities,net_assets,grants_us_govt_orgs_total,grants_us_govt_orgs_prog_service,grants_us_govt_orgs_mgmt_and_general,grants_us_govt_orgs_fundraising,grants_us_individuals_total,grants_us_individuals_prog_service,grants_us_individuals_mgmt_and_general,grants_us_individuals_fundraising,grants_foreign_individuals_govt_orgs_total,grants_foreign_individuals_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_mgmt_and_general,grants_foreign_individuals_govt_orgs_fundraising,benefits_to_members_total,benefits_to_members_prog_service,benefits_to_members_mgmt_and_general,benefits_to_members_fundraising,compensation_officers_total,compensation_officers_prog_service,compensation_officers_mgmt_and_general,compensation_officers_fundraising,compensation_disq_persons_total,compensation_disq_persons_prog_service,compensation_disq_persons_mgmt_and_general,compensation_disq_persons_fundraising,other_salaries_wages_total,other_salaries_wages_prog_service,other_salaries_wages_mgmt_general,other_salaries_wages_fundraising,pension_plan_acc_contrib_total,pension_plan_acc_contrib_prog_service,pension_plan_acc_contrib_mgmt_general,pension_plan_acc_fundraising,other_employee_benefits_total,other_employee_benefits_prog_service,other_employee_benefits_mgmt_general,other_employee_benefits_fundraising,payroll_taxes_total,payroll_taxes_prog_service,payroll_taxes_mgmt_general,payroll_taxes_fundraising,fees_for_mgmt_services_total,fees_for_mgmt_services_prog_service,fees_for_mgmt_services_mgmt_general,fees_for_mgmt_services_fundraising,fees_for_legal_services_total,fees_for_legal_services_prog_service,fees_for_legal_services_mgmt_general,fees_for_legal_services_fundraising,fees_for_accounting_services_total,fees_for_accounting_services_prog_service,fees_for_accounting_services_mgmt_general,fees_for_accounting_services_fundraising,fees_for_lobbying_services_total,fees_for_lobbying_services_prog_service,fees_for_lobbying_services_mgmt_general,fees_for_lobbying_services_fundraising,fees_for_fundraising_services_total,fees_for_fundraising_services_prog_service,fees_for_fundraising_services_mgmt_general,fees_for_fundraising_services_fundraising,fees_for_investment_mgmt_services_total,fees_for_investment_mgmt_services_prog_service,fees_for_investment_mgmt_services_mgmt_general,fees_for_investment_mgmt_services_fundraising,fees_for_other_services_total,fees_for_other_services_prog_service,fees_for_other_services_mgmt_general,fees_for_other_services_fundraising,advertising_promotion_total,advertising_promotion_prog_service,advertising_promotion_mgmt_general,advertising_promotion_fundraising,office_expenses_total,office_expenses_prog_service,office_expenses_mgmt_general,office_expenses_fundraising,it_expenses_total,it_expenses_prog_service,it_expenses_mgmt_general,it_expenses_fundraising,royalties_total,royalties_prog_service,royalties_mgmt_general,royalties_fundraising,occupancy_total,occupancy_prog_service,occupancy_mgmt_general,occupancy_fundraising,travel_total,travel_prog_service,travel_mgmt_general,travel_fundraising,entertainment_travel_govt_officials_total,entertainment_travel_govt_officials_prog_service,entertainment_travel_govt_officials_mgmt_general,entertainment_travel_govt_officials_fundraising,conferences_conventions_total,conferences_conventions_prog_service,conferences_conventions_mgmt_general,conferences_conventions_fundraising,interest_total,interest_prog_service,interest_mgmt_general,interest_fundraising,payments_affiliates_total,payments_affiliates_prog_service,payments_affiliates_mgmt_general,payments_affiliates_fundraising,depreciation_depletion_amortization_total,depreciation_depletion_amortization_prog_service,depreciation_depletion_amortization_mgmt_general,depreciation_depletion_amortization_fundraising,insurance_total,insurance_prog_service,insurance_mgmt_general,insurance_fundraising,other_expenses_a_label,other_expenses_a_total,other_expenses_a_prog_service,other_expenses_a_mgmt_general,other_expenses_a_fundraising,other_expenses_b_label,other_expenses_b_total,other_expenses_b_prog_service,other_expenses_b_mgmt_general,other_expenses_b_fundraising,other_expenses_c_label,other_expenses_c_total,other_expenses_c_prog_service,other_expenses_c_mgmt_general,other_expenses_c_fundraising,other_expenses_d_label,other_expenses_d_total,other_expenses_d_prog_service,other_expenses_d_mgmt_general,other_expenses_d_fundraising,all_other_expenses_total,all_other_expenses_prog_service,all_other_expenses_mgmt_general,all_other_expenses_fundraising,total_functional_expenses_total,total_functional_expenses_prog_service,total_functional_expenses_mgmt_general,total_functional_expense_fundraising,activities_per_region_totals_number_of_offices,activities_per_region_totals_number_of_employees,activities_per_region_totals_total_expenditure,total_number_recipient_foreign_orgs_listed_as_charities,total_number_other_recipient_foreign_orgs_entities
263077338_2020,263077338,EIN_263077338_YEAR_2020_FORMTYPE_990.pdf,,2020,Palmetto Promise Institute,PO Box 12676,,SC,29211,PalmettoPromise.Org,560359,,,"The Palmetto Promise Institute is a non partisan nonprofit educational organization dedicated to educating the public and enhancing the public good. The organization provides research, analysis, and publications on issues that affect the common good",3,4,5,6,0,,560355,0,4,0,560359,14000,0,331626,0,44541,198764,544390,15969,319900,1004,318896,14000,14000,,,0,,,,0,,,,0,,,,215519,184711,25673,5135,0,,,,90749,54749,,36000,0,,,,0,,,,25358,19827,2125,3406,0,,,,0,,,,8886,8886,,,0,,,,0,,,,0,,,,17145,17145,,,71539,71539,,,5354,5354,,,0,,,,0,,,,0,,,,1080,1080,,,0,,,,0,,,,0,,,,0,,,,213,213,,,2851,2851,,,Printing and Publications,46288,46288,,,Research Services,24047,24047,,,Postage and Shipping c,7303,7303,,,Facilities and Equipment,6088,6088,,,7970,7897,73,,544390,471978,27871,44541,,,,,
956081896_2009,956081896,EIN_956081896_YEAR_2009_FORMTYPE_990.pdf,,2009,EVANGELICAL PRESS ASSOCIATION,6520 47TH AVE NORTH,CRYSTAL,MN,55428,,186955,2002,CA,Religious organization which provides conventions and awards to encourage writers of Christian materials to communicate and teach the gospel and teachings,6,6,3,30,0,0,65257,120976,722,0,186955,0,4892,67644,0,0,131852,204388,-17433,83008,5039,77969,,,,,,,,,,,,,4892,4892,,,45296,45296,,,,,,,17541,,,,,,,,,,,,4807,3465,1342,,,,,,,,,,375,,375,,,,,,,,,,,,,,,,,,321,321,,,3227,,3227,,4934,4934,,,,,,,,,,,21717,,21717,,,,,,,,,,,,,,,,,,1658,1658,,,840,,840,,MEALS & ENTERTAINMENT,164,,164,,TELEPHONE,3193,,3193,,BANK CHARGES c,3097,,3097,,OTHER EXPENSES,1138,,1138,,25,91163,25,,204388,151729,52659,0,,,,,
956081896_2010,956081896,EIN_956081896_YEAR_2010_FORMTYPE_990.pdf,,2010,EVANGELICAL PRESS ASSOCIATION,6520 47TH AVE NORTH,CRYSTAL,MN,55428,,152580,2002,CA,Religious organization which provides conventions and awards to encourage writers of Christian materials to communicate and teach the gospel and teachings,6,6,4,30,0,0,61230,91325,25,0,152580,0,3548,65286,0,0,108123,176957,-24377,57341,3749,53592,,,,,,,,,,,,,3548,3548,,,44987,44987,,,,,,,15658,,15658,,,,,,,,,,4641,3041,1600,,,,,,,,,,375,,375,,,,,,,,,,,,,,,,,,266,,266,,3432,,3432,,2700,2700,,,,,,,,,,,20414,,20414,,,,,,,,,,,,,,,,,,993,993,,,964,,964,,MEALS & ENTERTAINMENT a,199,,199,,TELEPHONE,4061,,4061,,BANK CHARGES c,1882,,1882,,OTHER EXPENSES,1624,,1624,,260,70953,260,,176957,126222,50735,0,,,,,
956081896_2011,956081896,EIN_956081896_YEAR_2011_FORMTYPE_990.pdf,,2011,EVANGELICAL PRESS ASSOCIATION,6520 47TH AVE NORTH,CRYSTAL,MN,55428,ww epassoc org,171754,2002,CA,Religious organization which provides conventions and awards to encourage writers of Christian materials to communicate and teach the gospel and teachings,6,6,3,25,0,0,68184,103554,25,0,171754,0,4444,67382,0,0,117715,189541,-17787,40186,4381,35805,,,,,,,,,,,,,4444,4444,,,46778,46778,,,,,,,15815,,15815,,,,,,,,,,4789,3579,1210,,,,,,,,,,475,,475,,,,,,,,,,,,,,,,,,,,,,3472,,3472,,4957,4957,,,,,,,590,,590,,4830,,4830,,,,,,,,,,,,,,,,,,518,518,,,829,,829,,MEALS & ENTERTAINMENT,960,,960,,TELEPHONE,3871,,3871,,BANK CHARGES,2240,,2240,,PROFESSIONAL DEVELOPMENT,1092,,1092,,35,93846,35,,189541,154122,35419,0,,,,,
742543375_2008,742543375,,,2008,,,+ 4 FAIRFAX,VA,22030,www.fff.org,694927,,VA,ECONOMIC EDUCATION,,,,,0,,570827,118600,5412,88,694927,,,224714,,76165,498094,722808,-27881,251500,42166,209334,,,,,,,,,,,,,,,,,200481,165708,17075,17698,2250,1912,225,113,6474,5503,647,324,,,,,,,,,15509,5273,5118,5118,,,,,247,0,247,0,875,0,875,0,,,,,,,,,,,,,,,,,18969,18969,0,0,1705,1449,171,85,,,,,,,,,41512,35285,4151,2076,9566,9566,0,0,,,,,171365,169651,857,857,,,,,,,,,2338,1987,234,117,8829,0,8829,0,MISCELLANEOUS EXPENSE a,3884,39,3845,0,NON-EMPLOYEE LABOR,121603,9120,103363,9120,DIRECT MAIL,26716,18167,0,8549,DUES BOOKS & SUBSCRIPTIONS,5822,5764,58,0,23349,2335,1167,19847,722808,492122,154521,76165,,,,,
742543375_2009,742543375,,,2009,,,+ 4 tions. FAIRFAX,VA,22030,ww.fff.org,489804,,VA,ECONOMIC EDUCATION,,,,,0,,461658,27811,335,,489804,,,212617,,,230888,443505,46299,302137,46506,255631,,,,,,,,,,,,,,,,,194513,161384,15653,17476,,,,,,,,,,,,,,,,,14880,12346,1197,1337,,,,,,,,,3172,0,3172,0,,,928,315,,,,,,,,,81122,79879,928,315,5830,5830,0,0,1065,878,179,8,957,957,0,0,,,,,30451,30451,0,0,1707,1707,0,0,,,,,7007,7007,0,0,,,,,,,,,1732,1473,173,86,,,,,MISCELLANEOUS EXPENSE,1333,0,1333,0,INSURANCE,8988,0,8988,0,DIRECT MAIL,14986,6732,0,8254,SUBSCRIPTIONS DUES BOOKS &,5932,5882,50,0,10338,7196,0,3142,443505,375816,32836,34853,,,,,
270280023_2009,270280023,EIN_270280023_YEAR_2009_FORMTYPE_990.pdf,,2009,River of Refuge,PO Box 9333,Kansas City,MO,64133,www riverofrefuge com,1293862,2009,MO,River of Refuge provides lodging and services to the working poor and assists these individuals in finding permanent housing,6,6,0,200,0,0,1291251,0,0,-2405,0,0,0,0,0,,29152,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,7916,7916,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,4296,4296,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,0,0,0,,,1,Bank Charges,30,,30,,Supplies,201,,201,,Miscellaneous c expenses,15,15,,,Repairs & Maintenance,7758,1430,6328,,543,543,,,29152,22593,6559,0,,,,,
270280023_2010,270280023,EIN_270280023_YEAR_2010_FORMTYPE_990.pdf,,2010,River of Refuge,PO Box 9333,Kansas City,MO,64133,www com,360392,2009,MO,of Refuge provides lodging and services to the working poor and assists these individuals in finding permanent housing River of Refuge provides lodging and services to the working poor and assists these individuals in finding permanent housing River,7,7,0,75,0,,342643,0,0,16793,359436,26300,0,0,0,0,202296,228596,130840,2384275,966668,1417607,0,,,,26300,26300,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1345,1345,,,930,,930,,0,,,,,,,,0,,,,0,,,,3487,3487,,,224,,224,,0,,,,0,,,,62210,62210,,,0,,,,0,,,,2000,,2000,,0,,,,0,,,,111755,111755,,,1927,,1927,,Bank Charges a,1157,,1157,,Property Taxes,15776,15776,,,Dues and Subscriptions,275,,275,,Repairs Maintenance,183,183,,,1027,1027,,,228596,222083,6513,0,,,,,
721416555_2008,721416555,,,2008,,,+ 4 BATON ROUGE,LA,70802,N/A,,1998,LA,EDUCATION & PROMOTION OF FAMILY VALUES,,,,,,,691915,,,,691915,,,47514,,49,591061,638575,53340,136103,4048,132055,,,,,,,,,,,,,,,,,41275,41275,0,0,,,,,2609,0,2609,0,,,,,,,,,3630,3158,472,0,54113,54113,0,0,,,,,2047,0,2047,0,17710,17710,0,0,,,,,,,,,220934,220934,0,0,8836,8836,0,0,,,,,,,,,,,,,3617,0,3617,0,11011,,,,,,,,30199,30199,0,0,,0,557,0,,,,,,,,,,,,,a,,,,,AUTO & TRUCK EXPENSE,10133,10133,0,0,BANK CHARGES,1873,0,1873,0,d,,,,,173,0,173,0,638575,609645,28881,49,,,,,
721416555_2009,721416555,,,2009,,,+ 4 tions. City. town or country BATON ROUGE,LA,70802,www.lafamilyforum.org/,421,,LA,EDUCATION & PROMOTION OF FAMILY VALUES,,,,,,,421078,,,,421078,,,88356,,23048,368743,457099,-36021,99682,,96078,,,,,,,,,,,,,,,,,55750,55750,0,0,0,0,0,0,26350,0,,,,,,,,,,,6256,4254,2002,0,,,,,,,,,1417,0,1417,0,203106,203106,0,0,,,,,,,,,203106,203106,0,0,,,,,9951,0,9951,0,,,,,,,,,38169,0,38169,0,10967,10967,0,0,,,,,13131,13131,0,0,,,,,,,,,,,,,4434,0,4434,0,a,,,,,AUTO & TRUCK EXPENSE,2231,2231,0,0,BANK CHARGES,2323,0,2323,0,CASUAL LABOR,300,0,300,0,158,0,158,0,457099,319849,114202,23048,,,,,
721416555_2010,721416555,EIN_721416555_YEAR_2010_FORMTYPE_990.pdf,,2010,LOUISIANA FAMILY FORUM INC,655 STFERDINAND ST,BATON ROUGE,LA,26152,www lafamilyforum org,456968,1998,LA,EDUCATION & PROMOTION OF FAMILY VALUES,9,9,4,12,0,,361296,0,0,70536,431832,0,0,87000,0,42095,318389,405389,26443,123929,1408,122521,,,,,,,,,,,,,,,,,57115,57115,0,0,,,,,23675,0,23675,0,,,,,,,,,6210,4056,2154,0,,,,,,,,,3916,0,3916,0,42095,0,0,42095,,,,,,,,,120415,120415,0,0,1084,1084,0,0,9540,9540,0,0,,,,,,,,,3258,3258,0,0,8994,8994,0,0,,,,,5484,5484,0,0,57,0,57,0,,,,,,,,,,,,,AUTO EXPENSE a,2287,2287,0,0,BANK CHARGES,3126,0,3126,0,CASUAL LABOR,7019,0,7019,0,COMPUTER EXPENSE,0,0,0,0,111114,62122,48992,0,405389,274355,88939,42095,,,,,
362171714_2008,362171714,,,2008,,6400 Schroeder Road,Madison,WI,53711,a com,527,,,,990,,,,,,,5246774,,133345,0,,,,36362,,,,,0,9598491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362171714_2009,362171714,EIN_362171714_YEAR_2009_FORMTYPE_990.pdf,,2009,INTERVARSITY CHRISTIAN FELLOWSHIP USA,6400 SCHROEDER ROAD,MADISON,WI,53711,www.intervarsity org,92038392,1941,IL,"Evangelical campus mission serving students and faculty on college and university campuses nationwide O un vision is to see students and faculty transformed, campuses renewed, and world changers developed",16,15,1667,346,169068,-920,59676000,4839000,778801,11195052,76488853,2870205,0,52619823,0,5679512,22084038,77574066,-1085213,44911571,7140151,37771420,46397,46397,,,,,,,2823808,2823808,,,,,,,1255361,620234,507313,127814,657424,636354,21070,,39329474,32771745,21070,3732695,2249661,2046297,153305,50059,5995380,4926452,358836,710092,3132523,2589200,249221,294102,,,,,106465,,106465,,68779,,68779,,,,,,,,,,77221,,77221,,1658790,1304578,279713,74499,631004,631004,,,3832926,2842130,581745,409051,733005,439151,265561,28293,1756792,1756792,,,1094571,938195,150594,5782,5467699,5214052,155086,98561,,,,,4507144,4348905,109035,49204,82489,,,82489,,,,,686357,374647,311710,,663854,513088,150766,,Other,267663,239476,26648,1539,Education and training,234580,218349,15336,895,Interdepartmental Charg c,0,227744,-242062,14318,,,,,,0,227744,-242062,14318,77574066,65603435,6291119,5679512,,44,1535642,3,3
362171714_2010,362171714,EIN_362171714_YEAR_2010_FORMTYPE_990.pdf,,2010,Intervarsity Christian Fellowship USA,6400 Schroeder Road,Madison,WI,53711,,102737315,1941,IL,"Evangelical campus mission serving students and faculty on college and university campuses nationwide ur vision is to see students and faculty transformed, campuses renewed, and world changers developed",18,17,1693,373,182469,0,61331247,9815538,506379,12350082,84003246,4560078,0,52461648,22489,5790556,25212652,82256867,1746379,46214627,6467207,39747420,548660,548660,,,,,,,4011418,4011418,,,,,,,1198319,632932,425327,140060,689723,666104,23619,,39603201,32807309,2972447,3823445,2232019,2016714,159876,55429,5588069,4447171,426066,714832,3150317,2592343,256824,301150,,,,,141248,,141248,,50371,,50371,,,,,,22489,,,22489,64505,,64505,,2413310,2305934,70170,37206,840201,840201,,,3962096,3048862,520626,392608,789007,283325,492170,13512,1805308,1805308,,,992747,804533,182579,5635,5920583,5692868,135132,92583,,,,,5890623,5690740,93951,105932,82386,,,82386,,,,,715336,393805,321531,,710192,610964,99228,,Equipment,340563,246158,92276,2129,Miscellaneous expenses,274462,245991,27506,965,Education and training,219714,212518,7001,195,d,,,,,,,,,82256867,69903858,6562453,5790556,,26,5346319,7,0
362171714_2011,362171714,EIN_362171714_YEAR_2011_FORMTYPE_990.pdf,,2011,InterVarsity Chnstian FellowshipUSA,6400 Schroeder Road,Madison,WI,53711,www.intervarsity org,90458772,1941,IL,"Evangelical campus mission serving students and faculty on college and university campuses nationwide Dur vision is to see students and faculty transformed, campuses renewed, and world changers developed",16,15,1752,422,152494,0,61436743,5750118,1588841,9245547,78021249,1596837,0,53633968,49699,6194883,20656470,75936974,2084275,47856479,5875059,41981420,608329,608329,,,,,,,988508,988508,,,,,,,1218716,640709,437058,140949,686500,663686,22814,,40345248,33372271,2949034,4023943,2227469,1854190,152460,220819,5948007,4920886,433271,593850,3208028,2635902,255743,316383,,,,,114399,,114399,,82075,,82075,,,,,,49699,,,49699,52743,,52743,,1357326,979240,197097,180989,738677,738677,,,3999122,2962084,655437,381601,566153,246103,314399,5651,,,,,1251887,1003365,240390,8132,5601558,5316302,149927,135329,,,,,4630711,4498294,87122,45295,83266,,,83266,,,,,805093,400654,404439,,551189,486815,64374,,Miscellaneous a expenses,308980,246983,59945,2052,Equipment,302164,203593,96123,2448,Education and training,211127,188963,17687,4477,d,,,,,,,,,75936974,62955554,6786537,6194883,,1,2510875,3,0
943008370_2009,943008370,,,2009,,,OAKLAND,CA,94621,N/A,4337051,,State of legal,. Independent Research & Educational Organization,7,5,33,0,1450,-42404,2539801,140459,-731086,,1949174,337862,,1417330,,292628,1113984,,-920002,,97137,3804726,,,,,318862,318862,,,19000,19000,,,,,,,118789,99534,7139,12116,0,0,0,0,,941040,82186,84976,,,,,102069,84033,8642,9394,88270,,,,22866,,,,,,,,11884,,,,398124,296645,21789,79690,,,,,,,,,,,,,19783,19437,166,180,,,,,8779,7682,526,571,,,,,,,,,,,,,,,,,15416,14508,387,521,,,,,,,,,7621,6158,701,762,10304,5006,4678,620,nd Shipping Postage,227455,198418,5720,23317,Printing and Publications,193798,168817,1982,22999,RENTS,45805,37098,4172,4535,MISCELLANEOUS,29841,19402,3341,7098,19121,14615,1642,2864,2404112,,172436,292628,,3501,,,
943008370_2010,943008370,,512880026683520781176726489195752641806393,2010,,,,CA,94621,N/A,3516093,,CA,Independent Research & Educational Organization,3,4,5,6,1900,-42093,2255620,134006,-28533,,2361093,309089,,1344975,,190948,1109738,2763802,-402709,3606539,146687,3459852,,,,,295589,295589,,,13500,13500,,,,,,,119403,101612,9540,8251,0,0,0,0,0,0,0,92365,,,,,70991,55799,7028,8164,86144,67709,8528,9907,11281,8867,1117,1297,11281,8867,,,22210,,22210,,22210,467216,22210,4649,,,,,,,,,498740,467216,26875,4649,20261,19938,165,158,30924,21295,4669,4960,7391,7054,156,181,,,,,,,,,27880,11678,2764,13438,,,,,21836,21163,168,505,,,,,,,,,7916,6222,784,910,7916,6222,784,910,below.) a and Shipping,199760,174674,2248,22838,a Postage and Shipping b Printing and Publications,199760,174674,2248,22838,RENTS,46375,36451,4591,5333,c RENTS d MISCELLANEOUS,46375,36451,4591,5333,20529,16598,1789,2142,2763802,2352021,220833,190948,0,0,13500,,
541514185_2009,541514185,EIN_541514185_YEAR_2009_FORMTYPE_990.pdf,,2009,"JOY MINISTRIES EVANGELISTIC ASSOCIATION, INC",1446 KEMPSVILLE ROAD 203,VIRGINIA BEACH,VA,23464,WWW.JOYMINISTRIESONLINE.ORG,807745,1989,VA,EVANGELISTIC OUTREACH TO ASSIST AND SUPPORT SINGLE MOTHERS THROUGH SUPPORT GROUPS AND OTHER MEANS.,5,4,5,6,,,789637,18108,0,0,807745,0,0,141746,0,84902,546501,688247,119498,169232,5213,164019,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,127500,69454,49056,8990,0,,,,10229,7672,1534,1023,4017,2188,1546,283,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,4973,,4973,,0,,,,0,,,,39025,31219,3903,3903,8936,8531,405,,0,,,,19768,19768,,,0,,,,0,,,,21174,16940,2117,2117,5251,,5251,,APPRECIATION,2463,,2463,,BANK CHARGES b,3659,,3659,,CONTRACT LABOR c,35447,30566,2254,2627,CONTRIBUTIONS d,62477,62477,,,14672,268471,8898,14672,688247,517286,86059,84902,,,,,
541514185_2010,541514185,EIN_541514185_YEAR_2010_FORMTYPE_990.pdf,,2010,JOY MINISTRIES EVANGELISTIC ASSOCIATION INC,PO BOX 65036,VIRGINIA BEACH,OX,65036,,649116,1989,VA,"EVANGELISTIC OUTREACH TO ASSIST AND SUPPORT SINGLE MOTHERS AND THEIR CHILDREN, ,TELEVISION MINISTRY,EDUCATE CHILDREN AND ASSIST THE POOR",5,4,7,,0,,640174,8724,0,0,649116,0,0,170352,0,65964,549977,720329,-71213,104528,11722,92806,0,,,,0,,,,0,,,,0,,,,99442,84367,11225,3850,0,,,,53830,17670,36160,,0,,,,11245,8433,1687,1125,5835,3884,1804,147,0,,,,0,,,,5300,,5300,,0,,,,0,,,,0,,,,0,,,,2062,,2062,,12094,,12094,,0,,,,0,,,,43800,35040,8760,,23039,23039,,,0,,,,16374,16374,,,0,,,,0,,,,8173,8173,,,5856,,5856,,TELEVISION OUTREACH,171941,159905,,12036,OUTREACH,81505,81505,,,POSTAGE,31366,15683,,15683,PRINTING,24109,12054,,12055,23322,23322,10842,21068,720329,558575,95790,65964,,,,,
311002913_2008,311002913,EIN_311002913_YEAR_2008_FORMTYPE_990.pdf,,2008,PREGNANCY DECISION HEALTH CENTERS,665 E. DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,www.pdhc.org,1509901,1980,OH,CRISIS INTERVENTION DURING PREGNANCY,13,13,25,300,534,,1211233,,-6508,139849,1344574,,,712652,,153477,602488,1315140,29434,2186562,609091,1577471,,,,,,,,,,,,,,,,,,,,,,,,,608443,373483,125081,109879,,,,,48555,29804,9982,8769,55654,27577,19700,8377,,,,,,,,,5898,,5898,,,,,,,,,,,,,,3183,,3183,,46614,45387,1227,,,,,,6514,6514,,,,,,,,,,,9025,5113,3187,725,,,,,12010,8741,3214,55,,,,,,,,,87865,67385,10240,10240,11217,10157,1060,,GRANT EXPENSES,199760,199760,,,RENT,77025,77025,,,TELEPHONE,20659,6739,13920,,OFFICE SUPPLIES,20051,9645,9640,766,15193,4885,5190,5118,1315140,921420,240243,153477,,,,,
311002913_2009,311002913,EIN_311002913_YEAR_2009_FORMTYPE_990.pdf,,2009,PREGNANCY DECISION HEALTH CENTERS,E 665 E. DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,www.pdhc.org,1434107,1980,OH,CRISIS INTERVENTION DURING PREGNANCY AND ABSTINENCE EDUCATION IN THE COMMUNITY,15,15,21,257,-8820,-5075,1001809,,16387,171380,1189576,,,749053,,170888,670965,1420018,-230442,1943596,601447,1342149,,,,,,,,,,,,,,,,,,,,,,,,,644015,422979,99420,121616,,,,,39548,25975,6105,7468,65490,43013,10110,12367,,,,,,,,,6073,,6073,,,,,,,,,,,,,,3389,75,3159,155,83855,83686,169,,19538,5996,9296,4246,14842,4117,9834,891,,,,,,,,,4845,3246,1599,,,,,,6192,5516,451,225,,,,,,,,,51966,37422,7272,7272,7761,6275,1486,,GRANT EXPENSES,282842,282842,,,RENT,76825,76825,,,TELEPHONE,21882,6210,15672,,EQUIPMENT RENTAL,13160,2209,10951,,13096,13096,12302,16648,1420018,1055231,193899,170888,,,,,
262223257_2020,262223257,EIN_262223257_YEAR_2020_FORMTYPE_990.pdf,,2020,LOGOSDOR INC,"1370 HERITAGE LANDINGS DRIVE LAKELAND, FL 33805",,FL,33805,,296427,2008,VA,"THE ORGANIZATION EXISTS TO SHARE THE GOOD NEWS OF JESUS FROM THE BIBLE THROUGH LOCAL OUTREACH, QUALITY BIBLE RESOURCES, LEADER TRAINING, PUPPETS AND ANIMATION.",3,4,5,6,0,,282405,13739,283,0,296427,243317,0,0,0,11717,214791,458108,-161681,811998,0,811998,30327,30327,,,,,,,212990,212990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142197,130480,,11717,,,,,6599,,6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477,2477,,,,,,,43233,43233,,,,,,,,,,,,,,,,,,,RESOURCE DEVELOPMENT,18563,18563,,,BANK FEES b,1079,,1079,,MISCELLANEOUS,500,,500,,BUSINESS REGISTRATION,141,,141,,2,2,,,458108,438072,8319,11717,,,261881,10,
471237723_2015,471237723,EIN_471237723_YEAR_2015_FORMTYPE_990.pdf,,2015,LEMAN ACADEMY OF EXCELLENCE INC,6601 East Grant Road Suite 101,Tucson,AZ,85715,www.lemanacademy.com,23343,2014,AZ,"Leman Academy of Excellence offers a rigorous, classical education based on the traditions of Western culture where all disciplines are interrelated allowing scholars the ability (Continued on Schedule o, Statement 2)",3,4,5,6,0,0,23150,0,0,0,23343,0,0,0,0,0,0,0,-263598,11866683,12117264,-250581,,,,,,,,,,,,,,,,,,,,,,,,,63496,,63496,,,,,,11101,,11101,,,,,,,,,,17500,,17500,,9912,,9912,,,,,,,,,,,,,,1208,1208,,,43136,42386,750,,54981,12111,42870,,10713,,10713,,,,,,,,,,205,,205,,,,,,,,,,48434,,48434,,,,,,9319,,9319,,16936,,16936,,a,,,,,b,,,,,c,,,,,d,,,,,,,,,286941,55705,231236,0,,,,,
